-10.452,-10.452,-10.428,-10.405,-10.352,-10.289,-10.217,-10.132,-10.023,-9.8819,-9.7035,-9.4778,-9.1876,-8.8091,-8.3069,-7.6429,-6.7415,-5.4148,-3.4708,-0.50796,-10.405,-10.367,-10.33,-10.289,-10.223,-10.158,-10.082,-9.9859,-9.8691,-9.7247,-9.5452,-9.3175,-9.026,-8.6478,-8.1501,-7.4752,-6.5397,-5.2139,-3.2715,-0.30977,-10.302,-10.273,-10.22,-10.174,-10.12,-10.039,-9.9578,-9.8599,-9.7417,-9.5869,-9.3957,-9.1652,-8.8711,-8.491,-7.9904,-7.3125,-6.3752,-5.0511,-3.11,-0.14888,-10.158,-10.124,-10.072,-10.023,-9.953,-9.8841,-9.7888,-9.6902,-9.5718,-9.4077,-9.2233,-8.9922,-8.7006,-8.2944,-7.7908,-7.1096,-6.1705,-4.8498,-2.9097,0.050826,-9.7846,-9.7484,-9.6961,-9.636,-9.5809,-9.4998,-9.4045,-9.3045,-9.1691,-9.0204,-8.8192,-8.592,-8.2759,-7.8936,-7.3893,-6.7163,-5.7333,-4.4205,-2.4814,0.47885
-10.232,-10.232,-10.204,-10.182,-10.128,-10.064,-9.9876,-9.8898,-9.7642,-9.6076,-9.408,-9.1522,-8.8187,-8.3838,-7.8231,-7.0049,-5.8412,-4.1388,-1.5526,2.566,-10.184,-10.145,-10.107,-10.064,-9.9926,-9.9238,-9.8416,-9.7376,-9.6096,-9.4501,-9.2491,-8.9915,-8.6574,-8.218,-7.6251,-6.8041,-5.6386,-3.9379,-1.3535,2.764,-10.082,-10.051,-9.9964,-9.9475,-9.8905,-9.8045,-9.717,-9.6112,-9.4819,-9.3207,-9.0987,-8.8383,-8.5017,-8.0594,-7.4638,-6.6404,-5.4732,-3.7751,-1.192,2.9248,-9.9364,-9.8994,-9.848,-9.7937,-9.7224,-9.6495,-9.5478,-9.4407,-9.3116,-9.1318,-8.926,-8.666,-8.3316,-7.8618,-7.2627,-6.4367,-5.2675,-3.5738,-0.99181,3.1245,-9.5643,-9.5169,-9.4708,-9.4078,-9.3346,-9.2657,-9.164,-9.0547,-8.9077,-8.7455,-8.5225,-8.2649,-7.9049,-7.4604,-6.8638,-6.0473,-4.8287,-3.1444,-0.56326,3.5527
-10.009,-10.009,-9.9787,-9.9544,-9.8991,-9.836,-9.7499,-9.6452,-9.5107,-9.3413,-9.124,-8.8424,-8.4788,-8.0123,-7.3365,-6.3834,-5.0009,-2.9291,0.3149,5.6747,-9.9601,-9.9216,-9.8824,-9.8369,-9.7625,-9.6904,-9.6032,-9.4926,-9.3555,-9.1834,-8.9643,-8.6814,-8.3111,-7.8163,-7.1371,-6.1817,-4.7977,-2.7283,0.51378,5.8725,-9.8592,-9.8269,-9.7708,-9.72,-9.6604,-9.5706,-9.4782,-9.3656,-9.2274,-9.0544,-8.8131,-8.5274,-8.1544,-7.6563,-6.9747,-6.0174,-4.6318,-2.5656,0.67517,6.0332,-9.7128,-9.6672,-9.6224,-9.5573,-9.4917,-9.4151,-9.3082,-9.1948,-9.0564,-8.8636,-8.6402,-8.3557,-7.984,-7.4791,-6.7726,-5.8132,-4.4255,-2.3644,0.87537,6.2329,-9.3403,-9.2915,-9.2444,-9.1793,-9.1031,-9.031,-8.9241,-8.8053,-8.6517,-8.4783,-8.237,-7.9538,-7.5558,-7.0562,-6.3768,-5.4285,-3.9858,-1.9352,1.304,6.6612
-9.7844,-9.7844,-9.7518,-9.7258,-9.6687,-9.6023,-9.5126,-9.4021,-9.2601,-9.0797,-8.847,-8.5429,-8.1724,-7.631,-6.8762,-5.7972,-4.2057,-1.7707,2.1429,8.8174,-9.7343,-9.6957,-9.6556,-9.6086,-9.5314,-9.4566,-9.3652,-9.2491,-9.1041,-8.9213,-8.6866,-8.3815,-7.9793,-7.4337,-6.6758,-5.595,-4.0022,-1.5702,2.3416,9.015,-9.6342,-9.6008,-9.5433,-9.4909,-9.4291,-9.3362,-9.2396,-9.1215,-8.9756,-8.7915,-8.5345,-8.2267,-7.8214,-7.2728,-6.5125,-5.4303,-3.8361,-1.4077,2.5028,9.1755,-9.4869,-9.4371,-9.3946,-9.3277,-9.2598,-9.18,-9.0689,-8.9502,-8.8019,-8.5999,-8.3615,-8.0553,-7.6505,-7.1049,-6.3098,-5.2258,-3.6296,-1.2066,2.7029,9.3751,-9.1134,-9.0637,-9.0134,-8.9493,-8.8708,-8.7951,-8.684,-8.5497,-8.3985,-8.1946,-7.9584,-7.6527,-7.2211,-6.6721,-5.9171,-4.8464,-3.1893,-0.77748,3.1316,9.8034
-9.5573,-9.5573,-9.5229,-9.4955,-9.437,-9.3677,-9.2748,-9.1593,-9.0107,-8.8208,-8.5744,-8.2656,-7.8512,-7.2633,-6.4355,-5.2381,-3.446,-0.65348,3.9393,11.993,-9.5065,-9.4677,-9.4267,-9.3785,-9.2989,-9.2218,-9.1266,-9.0058,-8.8541,-8.6617,-8.4132,-8.0888,-7.6568,-7.065,-6.2342,-5.0356,-3.2425,-0.45324,4.1377,12.191,-9.4067,-9.3723,-9.3137,-9.26,-9.1962,-9.1006,-9.0006,-8.8775,-8.725,-8.5312,-8.2656,-7.933,-7.4981,-6.9034,-6.0704,-4.8707,-3.0763,-0.29093,4.2988,12.351,-9.2588,-9.2082,-9.1641,-9.0958,-9.0262,-8.9414,-8.8291,-8.7057,-8.546,-8.3388,-8.0871,-7.7616,-7.3268,-6.7358,-5.8671,-4.666,-2.8697,-0.090048,4.4988,12.551,-8.8839,-8.8333,-8.7747,-8.7172,-8.6367,-8.546,-8.4432,-8.304,-8.1464,-7.9329,-7.684,-7.3584,-6.8966,-6.3026,-5.4779,-4.2925,-2.4365,0.33897,4.9273,12.979
-9.3279,-9.3279,-9.2919,-9.2634,-9.2036,-9.1318,-9.0361,-8.9162,-8.7617,-8.5633,-8.3046,-7.9921,-7.5366,-6.9058,-6.0098,-4.7003,-2.715,0.42998,5.7097,15.202,-9.2764,-9.2373,-9.1957,-9.1465,-9.0647,-8.9855,-8.8871,-8.762,-8.6043,-8.4035,-8.1426,-7.8005,-7.3412,-6.7067,-5.8079,-4.4976,-2.5115,0.62991,5.9079,15.399,-9.1766,-9.1415,-9.0819,-9.0271,-8.9614,-8.8635,-8.7605,-8.6331,-8.4746,-8.2722,-7.9994,-7.6439,-7.1818,-6.5444,-5.6436,-4.3326,-2.3454,0.79199,6.0688,15.56,-9.0282,-8.9769,-8.9314,-8.8617,-8.7908,-8.6993,-8.5881,-8.4607,-8.2909,-8.079,-7.8153,-7.4721,-7.0101,-6.3774,-5.44,-4.128,-2.1388,0.99269,6.2686,15.759,-8.6517,-8.6004,-8.5408,-8.4828,-8.4006,-8.3027,-8.2012,-8.0577,-7.8945,-7.6724,-7.4122,-7.0686,-6.5793,-5.944,-5.0543,-3.7608,-1.7262,1.4215,6.697,16.187
-9.0962,-9.0962,-9.0589,-9.0292,-8.9683,-8.8943,-8.7961,-8.6722,-8.5125,-8.3062,-8.0363,-7.708,-7.2268,-6.5559,-5.5958,-4.1797,-2.0075,1.4852,7.4588,18.444,-9.0442,-9.0047,-8.9624,-8.9123,-8.8286,-8.7475,-8.6463,-8.5174,-8.3542,-8.1456,-7.8735,-7.5152,-7.0304,-6.3561,-5.3934,-3.977,-1.8042,1.6848,7.6567,18.641,-8.9441,-8.9082,-8.8478,-8.7921,-8.7246,-8.6247,-8.5189,-8.3876,-8.2238,-8.0137,-7.7345,-7.3576,-6.8704,-6.1934,-5.2288,-3.812,-1.6382,1.8466,7.8174,18.801,-8.795,-8.7431,-8.6963,-8.6255,-8.5533,-8.4563,-8.3457,-8.2145,-8.0361,-7.8196,-7.5449,-7.1856,-6.6985,-6.027,-5.0251,-3.6074,-1.4317,2.0471,8.017,19,-8.4169,-8.3649,-8.3045,-8.2459,-8.1622,-8.0623,-7.9577,-7.8103,-7.6421,-7.4122,-7.1419,-6.782,-6.2673,-5.5937,-4.643,-3.2469,-1.036,2.4757,8.4452,19.427
-8.8622,-8.8622,-8.8237,-8.793,-8.731,-8.655,-8.5545,-8.427,-8.2624,-8.0491,-7.7811,-7.4255,-6.9202,-6.2118,-5.191,-3.6732,-1.3198,2.5164,9.19,21.718,-8.8097,-8.7697,-8.7268,-8.6755,-8.5911,-8.5077,-8.4038,-8.2714,-8.1032,-7.8875,-7.6053,-7.2315,-6.723,-6.0114,-4.9884,-3.4705,-1.1167,2.7157,9.3875,21.914,-8.7091,-8.6725,-8.6114,-8.5547,-8.4857,-8.3839,-8.2757,-8.1408,-7.972,-7.7549,-7.47,-7.0731,-6.5624,-5.8483,-4.8237,-3.3057,-0.95092,2.8772,9.548,22.074,-8.5592,-8.5067,-8.4588,-8.387,-8.3136,-8.2121,-8.1015,-7.967,-7.7811,-7.56,-7.275,-6.9008,-6.3905,-5.683,-4.623,-3.1011,-0.74461,3.0775,9.7474,22.273,-8.1794,-8.1269,-8.0657,-8.0066,-7.9216,-7.8198,-7.7123,-7.5615,-7.3886,-7.1517,-6.8721,-6.4973,-5.9591,-5.2498,-4.2416,-2.7476,-0.36269,3.5058,10.175,22.7
-8.6258,-8.6258,-8.5862,-8.5546,-8.4917,-8.4138,-8.3111,-8.1804,-8.0112,-7.7913,-7.5254,-7.1437,-6.6159,-5.8721,-4.7938,-3.1784,-0.64889,3.5271,10.906,25.025,-8.5729,-8.5323,-8.4889,-8.4364,-8.3518,-8.2658,-8.1594,-8.0238,-7.851,-7.6287,-7.3372,-6.9487,-6.418,-5.6712,-4.5911,-2.9759,-0.44609,3.7259,11.103,25.221,-8.4716,-8.4343,-8.3725,-8.3149,-8.2445,-8.141,-8.0305,-7.8923,-7.7189,-7.4954,-7.204,-6.7896,-6.2569,-5.5079,-4.4264,-2.8111,-0.28049,3.8872,11.263,25.38,-8.3207,-8.2677,-8.2188,-8.1461,-8.0715,-7.9681,-7.8553,-7.7177,-7.5257,-7.2997,-7.0051,-6.6169,-6.0851,-5.3439,-4.2369,-2.6068,-0.074401,4.0872,11.463,25.579,-7.9392,-7.8861,-7.8243,-7.7648,-7.6786,-7.5752,-7.465,-7.311,-7.134,-6.8907,-6.6022,-6.207,-5.6536,-4.9109,-3.8481,-2.2604,0.29617,4.5152,11.89,26.006
-8.3871,-8.3871,-8.3464,-8.3139,-8.2501,-8.1705,-8.0658,-7.9321,-7.7587,-7.5325,-7.2603,-6.8622,-6.313,-5.5356,-4.4027,-2.6935,0.007708,4.52,12.61,28.364,-8.3337,-8.2924,-8.2485,-8.195,-8.1104,-8.0217,-7.9131,-7.7744,-7.5973,-7.3688,-7.0685,-6.6662,-6.1144,-5.3344,-4.2,-2.4912,0.21017,4.7184,12.806,28.559,-8.2314,-8.1935,-8.1311,-8.0726,-8.0009,-7.896,-7.7832,-7.6419,-7.4643,-7.2347,-6.9341,-6.5064,-5.9529,-5.171,-4.0353,-2.3266,0.3755,4.8793,12.966,28.718,-8.0794,-8.026,-7.9762,-7.9027,-7.827,-7.7221,-7.607,-7.4665,-7.2704,-7.0382,-6.7347,-6.3333,-5.7815,-5.0086,-3.8563,-2.1224,0.58133,5.079,13.165,28.916,-7.6962,-7.6427,-7.5803,-7.5204,-7.4331,-7.3282,-7.2155,-7.0586,-6.8779,-6.6287,-6.3318,-5.9105,-5.3501,-4.5759,-3.4611,-1.7835,0.94262,5.5066,13.592,29.343
